Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
2G Regression,Chrome 128.0.0.0,,,2024-09-05 15:20:12,2024-09-05 15:24:37,4m - 24.996s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN 2G Neighbors,Chrome 128.0.0.0,,,2024-09-05 15:20:12,2024-09-05 15:20:58,45.736s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-05 15:20:12,2024-09-05 15:20:27,14.153s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-05 15:20:27,2024-09-05 15:20:27,0.041s,PASSED
"SON.son(""huawei"", ""2G"", ""PLMN"", ""2G Neighbors"", """", """")",Chrome 128.0.0.0,,,2024-09-05 15:20:27,2024-09-05 15:20:58,31.290s,PASSED
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region 2G Neighbors,Chrome 128.0.0.0,,,2024-09-05 15:20:58,2024-09-05 15:21:39,40.953s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-05 15:20:58,2024-09-05 15:21:10,11.665s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-05 15:21:10,2024-09-05 15:21:10,0.054s,PASSED
"SON.son(""huawei"", ""2G"", ""Region"", ""2G Neighbors"", """", """")",Chrome 128.0.0.0,,,2024-09-05 15:21:10,2024-09-05 15:21:39,29.001s,PASSED
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site 2G Neighbors,Chrome 128.0.0.0,,,2024-09-05 15:21:39,2024-09-05 15:23:57,2m - 17.823s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-05 15:21:39,2024-09-05 15:21:51,11.687s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-05 15:21:51,2024-09-05 15:21:51,0.048s,PASSED
"SON.son(""huawei"", ""2G"", ""Site"", ""2G Neighbors"", """", """")",Chrome 128.0.0.0,,,2024-09-05 15:21:51,2024-09-05 15:23:57,2m - 5.872s,FAILED
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell 2G Neighbors,Chrome 128.0.0.0,,,2024-09-05 15:23:57,2024-09-05 15:24:01,4.575s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-05 15:23:57,2024-09-05 15:24:01,4.435s,FAILED
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC 2G Neighbors,Chrome 128.0.0.0,,,2024-09-05 15:24:01,2024-09-05 15:24:16,14.773s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-05 15:24:02,2024-09-05 15:24:13,11.929s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-05 15:24:13,2024-09-05 15:24:14,0.063s,PASSED
"SON.son(""huawei"", ""2G"", ""BSC"", ""2G Neighbors"", """", """")",Chrome 128.0.0.0,,,2024-09-05 15:24:14,2024-09-05 15:24:16,2.624s,FAILED
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster 2G Neighbors,Chrome 128.0.0.0,,,2024-09-05 15:24:16,2024-09-05 15:24:17,0.792s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate 2G Neighbors,Chrome 128.0.0.0,,,2024-09-05 15:24:17,2024-09-05 15:24:17,0.511s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN 2G CoBCCH,Chrome 128.0.0.0,,,2024-09-05 15:24:18,2024-09-05 15:24:18,0.475s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region 2G CoBCCH,Chrome 128.0.0.0,,,2024-09-05 15:24:18,2024-09-05 15:24:18,0.469s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site 2G CoBCCH,Chrome 128.0.0.0,,,2024-09-05 15:24:18,2024-09-05 15:24:19,0.271s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell 2G CoBCCH,Chrome 128.0.0.0,,,2024-09-05 15:24:19,2024-09-05 15:24:19,0.224s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC 2G CoBCCH,Chrome 128.0.0.0,,,2024-09-05 15:24:19,2024-09-05 15:24:19,0.206s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster 2G CoBCCH,Chrome 128.0.0.0,,,2024-09-05 15:24:19,2024-09-05 15:24:19,0.199s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate 2G CoBCCH,Chrome 128.0.0.0,,,2024-09-05 15:24:19,2024-09-05 15:24:20,0.191s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells Hourly,Chrome 128.0.0.0,,,2024-09-05 15:24:20,2024-09-05 15:24:20,0.223s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region Sleeping Cells Hourly,Chrome 128.0.0.0,,,2024-09-05 15:24:20,2024-09-05 15:24:20,0.270s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site Sleeping Cells Hourly,Chrome 128.0.0.0,,,2024-09-05 15:24:20,2024-09-05 15:24:21,0.400s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell Sleeping Cells Hourly,Chrome 128.0.0.0,,,2024-09-05 15:24:21,2024-09-05 15:24:21,0.336s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC Sleeping Cells Hourly,Chrome 128.0.0.0,,,2024-09-05 15:24:21,2024-09-05 15:24:21,0.423s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster Sleeping Cells Hourly,Chrome 128.0.0.0,,,2024-09-05 15:24:21,2024-09-05 15:24:22,0.500s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate Sleeping Cells Hourly,Chrome 128.0.0.0,,,2024-09-05 15:24:22,2024-09-05 15:24:22,0.498s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells Daily,Chrome 128.0.0.0,,,2024-09-05 15:24:22,2024-09-05 15:24:23,0.691s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region Sleeping Cells Daily,Chrome 128.0.0.0,,,2024-09-05 15:24:23,2024-09-05 15:24:24,0.607s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site Sleeping Cells Daily,Chrome 128.0.0.0,,,2024-09-05 15:24:24,2024-09-05 15:24:24,0.334s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell Sleeping Cells Daily,Chrome 128.0.0.0,,,2024-09-05 15:24:24,2024-09-05 15:24:24,0.255s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC Sleeping Cells Daily,Chrome 128.0.0.0,,,2024-09-05 15:24:24,2024-09-05 15:24:25,0.242s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster Sleeping Cells Daily,Chrome 128.0.0.0,,,2024-09-05 15:24:25,2024-09-05 15:24:25,0.249s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate Sleeping Cells Daily,Chrome 128.0.0.0,,,2024-09-05 15:24:25,2024-09-05 15:24:25,0.234s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells Weekly,Chrome 128.0.0.0,,,2024-09-05 15:24:25,2024-09-05 15:24:25,0.238s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region Sleeping Cells Weekly,Chrome 128.0.0.0,,,2024-09-05 15:24:25,2024-09-05 15:24:26,0.228s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site Sleeping Cells Weekly,Chrome 128.0.0.0,,,2024-09-05 15:24:26,2024-09-05 15:24:26,0.257s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell Sleeping Cells Weekly,Chrome 128.0.0.0,,,2024-09-05 15:24:26,2024-09-05 15:24:26,0.253s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC Sleeping Cells Weekly,Chrome 128.0.0.0,,,2024-09-05 15:24:26,2024-09-05 15:24:26,0.256s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster Sleeping Cells Weekly,Chrome 128.0.0.0,,,2024-09-05 15:24:26,2024-09-05 15:24:27,0.285s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate Sleeping Cells Weekly,Chrome 128.0.0.0,,,2024-09-05 15:24:27,2024-09-05 15:24:27,0.266s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells Monthly,Chrome 128.0.0.0,,,2024-09-05 15:24:27,2024-09-05 15:24:27,0.258s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region Sleeping Cells Monthly,Chrome 128.0.0.0,,,2024-09-05 15:24:27,2024-09-05 15:24:27,0.234s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site Sleeping Cells Monthly,Chrome 128.0.0.0,,,2024-09-05 15:24:27,2024-09-05 15:24:28,0.256s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell Sleeping Cells Monthly,Chrome 128.0.0.0,,,2024-09-05 15:24:28,2024-09-05 15:24:28,0.285s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC Sleeping Cells Monthly,Chrome 128.0.0.0,,,2024-09-05 15:24:28,2024-09-05 15:24:28,0.264s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster Sleeping Cells Monthly,Chrome 128.0.0.0,,,2024-09-05 15:24:28,2024-09-05 15:24:29,0.284s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate Sleeping Cells Monthly,Chrome 128.0.0.0,,,2024-09-05 15:24:29,2024-09-05 15:24:29,0.283s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells DailyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:29,2024-09-05 15:24:29,0.289s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region Sleeping Cells DailyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:29,2024-09-05 15:24:29,0.283s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site Sleeping Cells DailyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:29,2024-09-05 15:24:30,0.248s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell Sleeping Cells DailyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:30,2024-09-05 15:24:30,0.244s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC Sleeping Cells DailyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:30,2024-09-05 15:24:30,0.274s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster Sleeping Cells DailyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:30,2024-09-05 15:24:31,0.241s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate Sleeping Cells DailyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:31,2024-09-05 15:24:31,0.249s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells WeeklyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:31,2024-09-05 15:24:31,0.261s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region Sleeping Cells WeeklyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:31,2024-09-05 15:24:31,0.276s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site Sleeping Cells WeeklyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:31,2024-09-05 15:24:32,0.237s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell Sleeping Cells WeeklyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:32,2024-09-05 15:24:32,0.242s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC Sleeping Cells WeeklyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:32,2024-09-05 15:24:32,0.245s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cluster/Cluster Sleeping Cells WeeklyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:32,2024-09-05 15:24:32,0.250s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Governorate/Governorate Sleeping Cells WeeklyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:32,2024-09-05 15:24:33,0.266s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/PLMN/PLMN Sleeping Cells MonthlyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:33,2024-09-05 15:24:33,0.291s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Region/Region Sleeping Cells MonthlyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:33,2024-09-05 15:24:33,0.332s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Site/Site Sleeping Cells MonthlyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:33,2024-09-05 15:24:34,0.386s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/Cell/Cell Sleeping Cells MonthlyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:34,2024-09-05 15:24:34,0.398s,ERROR
,,,,,,,
Test Cases/SON/Huawei/2G/BSC/BSC Sleeping Cells MonthlyBH,Chrome 128.0.0.0,,,2024-09-05 15:24:34,2024-09-05 15:24:35,0.438s,ERROR
,,,,,,,
