Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"PMHwaueiTopX.TopX(""2G"", ""Site"", false, ""Hourly"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:07:23,2024-08-04 14:07:56,33.283s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XSite/TopX 2G Site with LowX,Chrome 127.0.0.0,,,2024-08-04 14:07:56,2024-08-04 14:08:51,54.699s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:07:57,2024-08-04 14:08:20,23.627s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:08:20,2024-08-04 14:08:20,0.027s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Site"", false, ""Hourly"", true, null)",Chrome 127.0.0.0,,,2024-08-04 14:08:20,2024-08-04 14:08:51,30.745s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XSite/TopX 2G Site Daily,Chrome 127.0.0.0,,,2024-08-04 14:08:51,2024-08-04 14:11:36,2m - 45.369s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:08:51,2024-08-04 14:09:14,22.187s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:09:14,2024-08-04 14:09:14,0.091s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Site"", false, ""Daily"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:09:14,2024-08-04 14:11:36,2m - 22.724s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XSite/TopX 2G Site DailyBH,Chrome 127.0.0.0,,,2024-08-04 14:11:36,2024-08-04 14:14:02,2m - 25.149s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:11:37,2024-08-04 14:12:00,23.162s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:12:00,2024-08-04 14:12:00,0.046s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Site"", false, ""DailyBH"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:12:00,2024-08-04 14:14:02,2m - 1.699s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCells/TopX 2G Cell default,Chrome 127.0.0.0,,,2024-08-04 14:14:02,2024-08-04 14:16:54,2m - 52.682s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:14:02,2024-08-04 14:14:28,26.661s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:14:28,2024-08-04 14:14:29,0.100s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cell"", false, ""Hourly"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:14:29,2024-08-04 14:16:54,2m - 25.703s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCells/TopX 2G Cell with LowX,Chrome 127.0.0.0,,,2024-08-04 14:16:54,2024-08-04 14:19:48,2m - 53.283s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:16:54,2024-08-04 14:17:19,24.810s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:17:19,2024-08-04 14:17:19,0.095s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cell"", true, ""Hourly"", true, null)",Chrome 127.0.0.0,,,2024-08-04 14:17:19,2024-08-04 14:19:48,2m - 28.190s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCells/TopX 2G Cell Daily,Chrome 127.0.0.0,,,2024-08-04 14:19:48,2024-08-04 14:22:35,2m - 47.752s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:19:48,2024-08-04 14:20:13,25.029s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:20:13,2024-08-04 14:20:13,0.098s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cell"", false, ""Daily"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:20:13,2024-08-04 14:22:35,2m - 22.338s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XCells/TopX 2G Cell DailyBH,Chrome 127.0.0.0,,,2024-08-04 14:22:35,2024-08-04 14:25:33,2m - 57.488s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:22:36,2024-08-04 14:22:59,23.444s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:22:59,2024-08-04 14:22:59,0.112s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""Cell"", false, ""DailyBH"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:22:59,2024-08-04 14:25:33,2m - 33.670s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XBSC/TopX 2G BSC default,Chrome 127.0.0.0,,,2024-08-04 14:25:33,2024-08-04 14:28:13,2m - 40.647s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:25:33,2024-08-04 14:25:58,24.797s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:25:58,2024-08-04 14:25:58,0.093s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""BSC"", false, ""Hourly"", false, null)",Chrome 127.0.0.0,,,2024-08-04 14:25:58,2024-08-04 14:28:13,2m - 15.492s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XBSC/TopX 2G BSC with LowX,Chrome 127.0.0.0,,,2024-08-04 14:28:13,2024-08-04 14:30:43,2m - 29.349s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:28:14,2024-08-04 14:28:38,24.735s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:28:38,2024-08-04 14:28:39,0.319s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""BSC"", true, ""Hourly"", true, null)",Chrome 127.0.0.0,,,2024-08-04 14:28:39,2024-08-04 14:30:43,2m - 4.092s,FAILED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XBSC/TopX 2G BSC Daily,Chrome 127.0.0.0,,,2024-08-04 14:30:43,2024-08-04 14:33:24,2m - 40.952s,FAILED
