Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:05:47,2024-10-03 16:06:09,22.168s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:06:09,2024-10-03 16:06:09,0.026s,PASSED
"PMHwaueiStats.Stats(""4G"", ""PLMN XDD"", false, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:06:09,2024-10-03 16:06:20,10.787s,PASSED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:06:20,2024-10-03 16:06:20,0.011s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/PLMN XDD/PLMN XDD Aggregation,Chrome 129.0.0.0,,,2024-10-03 16:06:20,2024-10-03 16:07:00,40.733s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:06:20,2024-10-03 16:06:41,20.562s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:06:41,2024-10-03 16:06:41,0.015s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region Band"", true, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:06:41,2024-10-03 16:07:00,19.594s,PASSED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:07:00,2024-10-03 16:07:00,0.008s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region XDD/Region XDD,Chrome 129.0.0.0,,,2024-10-03 16:07:00,2024-10-03 16:07:54,54.063s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:07:01,2024-10-03 16:07:22,20.609s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:07:22,2024-10-03 16:07:22,0.036s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region XDD"", true, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:07:22,2024-10-03 16:07:54,32.809s,PASSED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:07:54,2024-10-03 16:07:54,0.010s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region XDD/Region XDD Aggregation,Chrome 129.0.0.0,,,2024-10-03 16:07:54,2024-10-03 16:08:31,36.525s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:07:55,2024-10-03 16:08:14,19.001s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:08:14,2024-10-03 16:08:14,0.032s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region XDD"", false, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:08:14,2024-10-03 16:08:31,16.929s,PASSED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:08:31,2024-10-03 16:08:31,0.009s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region-Band/Region Band Aggregation,Chrome 129.0.0.0,,,2024-10-03 16:08:31,2024-10-03 16:09:10,39.323s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:08:32,2024-10-03 16:08:52,20.587s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:08:52,2024-10-03 16:08:52,0.032s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region Band"", false, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:08:52,2024-10-03 16:09:10,18.139s,PASSED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:09:10,2024-10-03 16:09:10,0.008s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region-Band/Region-Band,Chrome 129.0.0.0,,,2024-10-03 16:09:10,2024-10-03 16:09:51,40.574s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:09:11,2024-10-03 16:09:31,20.327s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:09:31,2024-10-03 16:09:31,0.017s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region Band"", true, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:09:31,2024-10-03 16:09:51,19.507s,PASSED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:09:51,2024-10-03 16:09:51,0.009s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Sector/Sector,Chrome 129.0.0.0,,,2024-10-03 16:09:51,2024-10-03 16:12:32,2m - 40.801s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:09:52,2024-10-03 16:10:12,20.841s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:10:12,2024-10-03 16:10:12,0.029s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Sector"", false, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:10:12,2024-10-03 16:12:32,2m - 19.322s,PASSED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:12:32,2024-10-03 16:12:32,0.007s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Sector/Sector Aggregation,Chrome 129.0.0.0,,,2024-10-03 16:12:32,2024-10-03 16:15:12,2m - 40.115s,FAILED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 129.0.0.0,,,2024-10-03 16:12:32,2024-10-03 16:12:51,19.306s,PASSED
switchToWindowIndex(1),Chrome 129.0.0.0,,,2024-10-03 16:12:51,2024-10-03 16:12:51,0.014s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Sector"", true, ""Hourly"")",Chrome 129.0.0.0,,,2024-10-03 16:12:51,2024-10-03 16:15:11,2m - 19.596s,FAILED
Start tear down : tearDownTestCase,Chrome 129.0.0.0,,,2024-10-03 16:15:11,2024-10-03 16:15:12,0.840s,PASSED
