Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/CM/View/4G/View-Governorate,Chrome 127.0.0.0,,,2024-08-04 14:55:23,2024-08-04 14:56:00,37.379s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:55:23,2024-08-04 14:55:47,23.574s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:55:47,2024-08-04 14:55:47,0.104s,PASSED
"CMView.Stats(""4G"", ""Governorate"", false, ""Hourly"")",Chrome 127.0.0.0,,,2024-08-04 14:55:47,2024-08-04 14:56:00,13.501s,PASSED
,,,,,,,
Test Cases/CM/View/4G/View-Governorate XDD,Chrome 127.0.0.0,,,2024-08-04 14:56:00,2024-08-04 14:58:37,2m - 36.418s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:56:00,2024-08-04 14:56:24,23.587s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:56:24,2024-08-04 14:56:24,0.029s,PASSED
"CMView.Stats(""4G"", ""Governorate XDD"", false, ""Hourly"")",Chrome 127.0.0.0,,,2024-08-04 14:56:24,2024-08-04 14:58:37,2m - 12.618s,FAILED
,,,,,,,
Test Cases/CM/View/4G/View-PLMN XDD,Chrome 127.0.0.0,,,2024-08-04 14:58:37,2024-08-04 14:59:07,30.302s,ERROR
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:58:37,2024-08-04 14:59:03,26.386s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:59:03,2024-08-04 14:59:03,0.024s,PASSED
"CMView.Stats(""4G"", ""PLMN XDD"", false, ""Hourly"")",Chrome 127.0.0.0,,,2024-08-04 14:59:03,2024-08-04 14:59:07,3.689s,ERROR
,,,,,,,
Test Cases/CM/View/4G/View-Region Band,Chrome 127.0.0.0,,,2024-08-04 14:59:07,2024-08-04 14:59:53,46.187s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:59:07,2024-08-04 14:59:31,23.590s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 14:59:31,2024-08-04 14:59:31,0.175s,PASSED
"CMView.Stats(""4G"", ""Region XDD"", false, ""Hourly"")",Chrome 127.0.0.0,,,2024-08-04 14:59:31,2024-08-04 14:59:53,22.190s,PASSED
,,,,,,,
Test Cases/CM/View/4G/View-Region XDD,Chrome 127.0.0.0,,,2024-08-04 14:59:53,2024-08-04 15:00:27,34.053s,PASSED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 14:59:53,2024-08-04 15:00:18,24.365s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 15:00:18,2024-08-04 15:00:18,0.051s,PASSED
"CMView.Stats(""4G"", ""Region XDD"", false, ""Hourly"")",Chrome 127.0.0.0,,,2024-08-04 15:00:18,2024-08-04 15:00:27,9.438s,PASSED
,,,,,,,
Test Cases/CM/View/4G/View-Sector,Chrome 127.0.0.0,,,2024-08-04 15:00:27,2024-08-04 15:03:32,3m - 4.602s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 15:00:27,2024-08-04 15:00:51,23.225s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 15:00:51,2024-08-04 15:00:51,0.196s,PASSED
"CMView.Stats(""4G"", ""Sector"", false, ""Hourly"")",Chrome 127.0.0.0,,,2024-08-04 15:00:51,2024-08-04 15:03:32,2m - 40.961s,FAILED
,,,,,,,
Test Cases/CM/View/4G/View-Cluster Band,Chrome 127.0.0.0,,,2024-08-04 15:03:32,2024-08-04 15:06:04,2m - 31.733s,FAILED
"callTestCase(findTestCase(""Login""), [:], STOP_ON_FAILURE)",Chrome 127.0.0.0,,,2024-08-04 15:03:32,2024-08-04 15:03:56,23.872s,PASSED
switchToWindowIndex(1),Chrome 127.0.0.0,,,2024-08-04 15:03:56,2024-08-04 15:03:56,0.114s,PASSED
"CMView.Stats(""4G"", ""Cluster Band"", false, ""Hourly"")",Chrome 127.0.0.0,,,2024-08-04 15:03:56,2024-08-04 15:06:04,2m - 7.401s,FAILED
