Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"PMHwaueiStats.Stats(""4G"", ""Region Band"", true, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:44:15,2024-09-29 11:44:33,17.884s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:44:33,2024-09-29 11:44:33,0.006s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Governorate/Governorate,Chrome 128.0.0.0,,,2024-09-29 11:44:33,2024-09-29 11:45:03,29.711s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:44:33,2024-09-29 11:44:51,18.009s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:44:51,2024-09-29 11:44:51,0.027s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Governorate"", false, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:44:51,2024-09-29 11:45:03,11.467s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:45:03,2024-09-29 11:45:03,0.003s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Governorate/Governorate Aggregation,Chrome 128.0.0.0,,,2024-09-29 11:45:03,2024-09-29 11:45:30,27.686s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:45:03,2024-09-29 11:45:22,18.806s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:45:22,2024-09-29 11:45:22,0.022s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Governorate"", true, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:45:22,2024-09-29 11:45:30,8.676s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:45:30,2024-09-29 11:45:30,0.003s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Governorate XDD/Governorate XDD,Chrome 128.0.0.0,,,2024-09-29 11:45:30,2024-09-29 11:45:59,28.830s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:45:31,2024-09-29 11:45:49,18.010s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:45:49,2024-09-29 11:45:49,0.022s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Governorate XDD"", false, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:45:49,2024-09-29 11:45:59,10.576s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:45:59,2024-09-29 11:45:59,0.007s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Governorate XDD/Governorate XDD Aggregation,Chrome 128.0.0.0,,,2024-09-29 11:45:59,2024-09-29 11:46:26,27.154s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:46:00,2024-09-29 11:46:18,18.223s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:46:18,2024-09-29 11:46:18,0.010s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Governorate"", true, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:46:18,2024-09-29 11:46:26,8.732s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:46:26,2024-09-29 11:46:26,0.007s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/PLMN XDD/PLMN XDD,Chrome 128.0.0.0,,,2024-09-29 11:46:26,2024-09-29 11:46:56,29.130s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:46:27,2024-09-29 11:46:45,18.019s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:46:45,2024-09-29 11:46:45,0.020s,PASSED
"PMHwaueiStats.Stats(""4G"", ""PLMN XDD"", false, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:46:45,2024-09-29 11:46:56,10.900s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:46:56,2024-09-29 11:46:56,0.005s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/PLMN XDD/PLMN XDD Aggregation,Chrome 128.0.0.0,,,2024-09-29 11:46:56,2024-09-29 11:47:32,36.680s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:46:56,2024-09-29 11:47:15,19.065s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:47:15,2024-09-29 11:47:15,0.022s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region Band"", true, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:47:15,2024-09-29 11:47:32,17.394s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:47:32,2024-09-29 11:47:32,0.008s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region XDD/Region XDD,Chrome 128.0.0.0,,,2024-09-29 11:47:32,2024-09-29 11:48:10,38.153s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:47:33,2024-09-29 11:47:50,17.727s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:47:50,2024-09-29 11:47:50,0.022s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region XDD"", true, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:47:50,2024-09-29 11:48:10,20.175s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:48:10,2024-09-29 11:48:10,0.004s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region XDD/Region XDD Aggregation,Chrome 128.0.0.0,,,2024-09-29 11:48:10,2024-09-29 11:48:50,39.525s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:48:11,2024-09-29 11:48:28,17.573s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:48:28,2024-09-29 11:48:28,0.018s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region XDD"", false, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:48:28,2024-09-29 11:48:50,21.749s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:48:50,2024-09-29 11:48:50,0.004s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region-Band/Region Band Aggregation,Chrome 128.0.0.0,,,2024-09-29 11:48:50,2024-09-29 11:49:31,40.913s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:48:50,2024-09-29 11:49:08,17.706s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:49:08,2024-09-29 11:49:08,0.022s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region Band"", false, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:49:08,2024-09-29 11:49:31,22.990s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:49:31,2024-09-29 11:49:31,0.004s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Region-Band/Region-Band,Chrome 128.0.0.0,,,2024-09-29 11:49:31,2024-09-29 11:50:17,45.763s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:49:31,2024-09-29 11:49:49,18.128s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:49:49,2024-09-29 11:49:49,0.018s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Region Band"", true, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:49:49,2024-09-29 11:50:17,27.436s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:50:17,2024-09-29 11:50:17,0.005s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Sector/Sector,Chrome 128.0.0.0,,,2024-09-29 11:50:17,2024-09-29 11:51:33,1m - 16.586s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:50:17,2024-09-29 11:50:35,18.015s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:50:35,2024-09-29 11:50:35,0.017s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Sector"", false, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:50:35,2024-09-29 11:51:33,58.385s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:51:33,2024-09-29 11:51:33,0.004s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/Stats/4G/Sector/Sector Aggregation,Chrome 128.0.0.0,,,2024-09-29 11:51:33,2024-09-29 11:54:10,2m - 36.688s,FAILED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:51:34,2024-09-29 11:51:51,17.087s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:51:51,2024-09-29 11:51:51,0.013s,PASSED
"PMHwaueiStats.Stats(""4G"", ""Sector"", true, ""Hourly"")",Chrome 128.0.0.0,,,2024-09-29 11:51:51,2024-09-29 11:54:09,2m - 18.629s,FAILED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:54:09,2024-09-29 11:54:10,0.757s,PASSED
