Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Regression TopX 2G,Chrome 128.0.0.0,,,2024-09-29 10:59:57,2024-09-29 11:28:48,28m - 50.710s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XPLMN/TopX 2G PLMN default,Chrome 128.0.0.0,,,2024-09-29 10:59:57,2024-09-29 11:01:05,1m - 7.471s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 10:59:58,2024-09-29 11:00:19,21.694s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:00:19,2024-09-29 11:00:19,0.023s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""PLMN"", false, ""Hourly"", false, null)",Chrome 128.0.0.0,,,2024-09-29 11:00:19,2024-09-29 11:01:04,44.774s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:01:04,2024-09-29 11:01:05,0.600s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XPLMN/TopX 2G PLMN with LowX,Chrome 128.0.0.0,,,2024-09-29 11:01:05,2024-09-29 11:02:12,1m - 6.928s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:01:05,2024-09-29 11:01:24,19.030s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:01:24,2024-09-29 11:01:24,0.022s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""PLMN"", true, ""Hourly"", true, null)",Chrome 128.0.0.0,,,2024-09-29 11:01:24,2024-09-29 11:02:12,47.257s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:02:12,2024-09-29 11:02:12,0.007s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XPLMN/TopX 2G PLMN Daily,Chrome 128.0.0.0,,,2024-09-29 11:02:12,2024-09-29 11:03:14,1m - 2.649s,PASSED
"callTestCase(findTestCase(""LoginNew""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,2024-09-29 11:02:12,2024-09-29 11:02:31,18.457s,PASSED
switchToWindowIndex(1),Chrome 128.0.0.0,,,2024-09-29 11:02:31,2024-09-29 11:02:31,0.020s,PASSED
"PMHwaueiTopX.TopX(""2G"", ""PLMN"", false, ""Daily"", false, null)",Chrome 128.0.0.0,,,2024-09-29 11:02:31,2024-09-29 11:03:14,43.530s,PASSED
Start tear down : tearDownTestCase,Chrome 128.0.0.0,,,2024-09-29 11:03:14,2024-09-29 11:03:14,0.014s,PASSED
,,,,,,,
Test Cases/PM/Hwauei/TopX/2G TopX/XPLMN/TopX 2G PLMN DailyBH,Chrome 128.0.0.0,,,2024-09-29 11:03:14,2024-09-29 11:04:18,1m - 3.959s,PASSED
